dataset,model,score_optimized,score_not_optimized
ionosphere,mlp,0.8500000000000001,0.9024390243902439
ionosphere,mlp,0.9367088607594938,0.9500000000000001
ionosphere,mlp,0.8674698795180723,0.8809523809523809
ionosphere,mlp,0.8809523809523809,0.8809523809523809
ionosphere,mlp,0.9047619047619047,0.8941176470588235
ionosphere,mlp,0.9382716049382717,0.9135802469135803
ionosphere,mlp,0.8705882352941177,0.8837209302325582
ionosphere,mlp,0.9268292682926829,0.9268292682926829
ionosphere,mlp,0.9135802469135803,0.9135802469135803
ionosphere,mlp,0.8809523809523809,0.8809523809523809
ionosphere,mlp,0.9024390243902439,0.891566265060241
ionosphere,mlp,0.9,0.9135802469135803
ionosphere,mlp,0.891566265060241,0.9135802469135803
ionosphere,mlp,0.8780487804878049,0.8674698795180723
ionosphere,mlp,0.8809523809523809,0.9156626506024096
ionosphere,knn,0.7789473684210527,0.7872340425531915
ionosphere,knn,0.8,0.8
ionosphere,knn,0.8085106382978724,0.8260869565217391
ionosphere,knn,0.8409090909090909,0.8314606741573034
ionosphere,knn,0.8539325842696629,0.8636363636363636
ionosphere,knn,0.7872340425531915,0.8222222222222223
ionosphere,knn,0.8085106382978724,0.8085106382978724
ionosphere,knn,0.7526881720430109,0.8260869565217391
ionosphere,knn,0.7956989247311828,0.8043478260869565
ionosphere,knn,0.8085106382978724,0.8085106382978724
ionosphere,knn,0.8172043010752689,0.8539325842696629
ionosphere,knn,0.8085106382978724,0.8260869565217391
ionosphere,knn,0.7916666666666666,0.8
ionosphere,knn,0.7999999999999999,0.7912087912087911
ionosphere,knn,0.7912087912087911,0.782608695652174
ionosphere,knn,0.8735632183908045,0.8260869565217391
ionosphere,knn,0.8735632183908045,0.8941176470588235
ionosphere,knn,0.8351648351648352,0.8444444444444443
ionosphere,knn,0.8314606741573034,0.8314606741573034
ionosphere,knn,0.8085106382978724,0.8351648351648352
ionosphere,knn,0.8131868131868132,0.8409090909090909
ionosphere,knn,0.8,0.8172043010752689
